704156043	20171105	201711	2017	2017.8356	UAF	GUNMAN						UAF			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	1	1	1	-5.91397849462366	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171105230000	http://www.turnto23.com/news/national/reports-gunman-wounds-several-during-sunday-church-service-in-texas
704156044	20171105	201711	2017	2017.8356	UAF	GUNMAN						UAF			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-5.9375	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171105230000	http://www.heraldbanner.com/news/at-least-killed-by-gunman-in-texas-church/article_c7017790-c279-11e7-af40-cfcfdad8bdaf.html
704156045	20171105	201711	2017	2017.8356	UAF	GUNMAN						UAF			USA	TEXAS	USA								1	193	193	19	4	-10.0	2	1	2	-6.50887573964497	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	SC019	32.7874	-79.9331	1252822	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC		32.7874	-79.9331	1252822	20171105230000	http://www.reuters.com/article/us-texas-shooting/gunman-opens-fire-at-texas-church-killing-at-least-20-idUSKBN1D510F
704156046	20171105	201711	2017	2017.8356	UAF	GUNMAN						UAF			USA	TEXAS	USA								1	193	193	19	4	-10.0	2	1	2	-6.22641509433963	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20171105230000	https://uk.news.yahoo.com/several-people-shot-texas-church-witnesses-tell-cbs-190759978.html
704156047	20171105	201711	2017	2017.8356	UAF	GUNMAN						UAF			USA	SAN ANTONIO	USA								1	193	193	19	4	-10.0	1	1	1	-7.22222222222222	1	Japan	JA	JA		36	138	JA	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	1	Japan	JA	JA		36	138	JA	20171105230000	http://www.israelnationalnews.com/News/News.aspx/237683
704156048	20171105	201711	2017	2017.8356	UAF	MILITANT						UAF			YEM	YEMEN	YEM								1	183	183	18	4	-10.0	3	1	3	-7.89473684210527	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105230000	http://www.cbc.ca/news/world/yemen-erupts-17-killed-car-bombing-saudi-airstrikes-1.4388520
704156049	20171105	201711	2017	2017.8356	UAF	MILITANT						UAF			YEM	YEMEN	YEM								1	183	183	18	4	-10.0	1	1	1	-7.89473684210527	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105230000	http://www.cbc.ca/news/world/yemen-erupts-17-killed-car-bombing-saudi-airstrikes-1.4388520
704156050	20171105	201711	2017	2017.8356	UIS	THE INTERNATIONAL COMMUNITY						UIS													0	100	100	10	3	-5.0	5	1	5	-3.31010452961673	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	0								4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20171105230000	http://www.philstar.com/cebu-news/2017/11/06/1756196/groups-march-pray-vs-ejk
704156051	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	-3.80622837370242	3	Hall County, Texas, United States	US	USTX	TX191	34.5334	-100.684	1383881	0								3	Hall County, Texas, United States	US	USTX		34.5334	-100.684	1383881	20171105230000	http://www.fox35orlando.com/fast-five/police-killer-filmed-shooting-on-snapchat
704156052	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-7.48299319727891	3	University Hospital, Texas, United States	US	USTX	TX029	29.507	-98.5761	2470087	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171105230000	http://denver.cbslocal.com/2017/11/05/shooting-church-texas/
704156053	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-5.68421052631579	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	https://www.nbcdfw.com/news/national-international/Several-Shot-Near-Texas-Church-Authorities-455391403.html
704156054	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	1.74603174603175	3	University Of North Carolina, North Carolina, United States	US	USNC	NC135	35.9101	-79.0486	996538	0								3	University Of North Carolina, North Carolina, United States	US	USNC		35.9101	-79.0486	996538	20171105230000	http://www.dailycall.com/features/local-features/30688/car-doctor-closing-the-bay-doors
704156055	20171105	201711	2017	2017.8356	USA	NEW YORK	USA																		0	010	010	01	1	0.0	4	1	4	-6.33713561470215	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171105230000	https://www.theatlantic.com/politics/archive/2017/11/church-shooting-texas/545018/
704156056	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	2	1	2	-1.417004048583	3	Des Moines, Iowa, United States	US	USIA	IA153	41.6005	-93.6091	465961	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20171105230000	http://www.desmoinesregister.com/story/news/politics/2017/11/05/michael-kiernan-josh-mandelbaum-abshir-omar-des-moines-city-council-ward-3/813555001/
704156057	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	014	014	01	1	0.0	24	12	24	-8.68362413769666	3	Warren County, Kentucky, United States	US	USKY	KY227	36.9834	-86.4	516960	0								3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	20171105230000	http://www.theindependent.com/news/politics/the-latest-apnewsbreak-paul-recovering-from-broken-ribs/article_a140ea76-ed75-50ba-b096-051bcbe0314c.html
704156058	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	014	014	01	1	0.0	2	1	2	-8.4375	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	0								3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20171105230000	http://am930theanswer.com/news/national/the-latest-apnewsbreak-paul-recovering-from-5-broken-ribs
704156059	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	018	018	01	1	3.4	1	1	1	-8.75	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171105230000	http://www.sfgate.com/entertainment/the-wrap/article/Mass-Shooting-at-Texas-Church-Sparks-Mourning-12333636.php
704156060	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	0	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	DC001	38.8773	-77.0178	529189	0								3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	20171105230000	https://www.yahoo.com/news/man-believes-current-air-quality-214600472.html
704156061	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	0	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	DC001	38.8773	-77.0178	529189	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	https://www.yahoo.com/news/man-believes-current-air-quality-214600472.html
704156062	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	4	1	4	1.74603174603175	3	University Of North Carolina, North Carolina, United States	US	USNC	NC135	35.9101	-79.0486	996538	0								3	University Of North Carolina, North Carolina, United States	US	USNC		35.9101	-79.0486	996538	20171105230000	http://www.dailycall.com/features/local-features/30688/car-doctor-closing-the-bay-doors
704156063	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	8	1	8	-5.62913907284768	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.adelaidenow.com.au/news/world/shooting-at-texas-baptist-church-in-sutherland-springs-as-police-report-multiple-victims-of-active-gunman/news-story/6ccfe98092c62d2c263ca983df006c57?nk=b7de7945ec0ce6f09b54eb133a5bca7e-1509922023
704156064	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	026	026	02	1	4.0	3	1	3	-2.04081632653061	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171105230000	https://www.politico.com/story/2017/11/05/brazile-democrats-clinton-sanders-dnc-244574
704156065	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	9	2	9	-6.00303512789501	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	https://www.theguardian.com/us-news/live/2017/nov/06/texas-church-shooting-sutherland-springs-live-updates
704156066	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	1	1	1	-5.96745027124774	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	20171105230000	http://www.cbc.ca/beta/news/world/texas-church-shooting-1.4388516
704156067	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	1	1	1	-5.96745027124774	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20171105230000	http://www.cbc.ca/beta/news/world/texas-church-shooting-1.4388516
704156068	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	1	1	1	-5.96745027124774	1	Canada	CA	CA		60	-96	CA	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105230000	http://www.cbc.ca/beta/news/world/texas-church-shooting-1.4388516
704156069	20171105	201711	2017	2017.8356	USA	AMERICAN	USA																		1	033	033	03	1	5.2	10	1	10	2.66666666666667	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171105230000	https://www.marketwatch.com/story/softbank-group-corp-announces-intention-to-increase-stake-in-sprint-2017-11-05
704156070	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	0331	033	03	1	5.2	2	1	2	-4.70957613814756	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://crooksandliars.com/2017/11/paul-ryan-upset-growth-fantasy
704156071	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	2	1	2	-6.56836461126005	3	Wilson County, Texas, United States	US	USTX	TX493	29.1669	-98.0669	1384032	0								3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	20171105230000	http://www.khq.com/story/36767875/official-says-more-than-20-dead-in-church-attack
704156072	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	2	1	2	-3.13725490196078	3	Polk County, Iowa, United States	US	USIA	IA153	41.6833	-93.5835	465265	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.southernminn.com/around_the_web/news/article_f3377aca-e3af-5cbc-a33d-ac7c9802af18.html
704156073	20171105	201711	2017	2017.8356	USA	KANSAS	USA																		1	040	040	04	1	1.0	10	1	10	-1.43266475644699	3	Gray County, Kansas, United States	US	USKS	KS069	37.7334	-100.434	485001	0								3	Gray County, Kansas, United States	US	USKS		37.7334	-100.434	485001	20171105230000	http://www.myhighplains.com/news/gray-county-starts-accepting-texts-to-911/851660760
704156074	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	-5.68421052631579	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	0								3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20171105230000	https://www.nbcdfw.com/news/national-international/Several-Shot-Near-Texas-Church-Authorities-455391403.html
704156075	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	-2.04724409448819	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171105230000	http://www.dailystarjournal.com/news/local/former-e-german-police-officer-settles-in-warrensburg-writes-book/article_dcf4f2f3-971a-5325-b1bb-f835a3a07c14.html
704156076	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	8	1	8	3.80165289256198	3	Yolo County, California, United States	US	USCA	CA113	38.6999	-121.884	277321	0								3	Yolo County, California, United States	US	USCA		38.6999	-121.884	277321	20171105230000	http://www.dailydemocrat.com/20171105/woodlands-heritage-homes-to-be-honored
704156077	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-1.417004048583	3	Des Moines, Iowa, United States	US	USIA	IA153	41.6005	-93.6091	465961	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20171105230000	http://www.desmoinesregister.com/story/news/politics/2017/11/05/michael-kiernan-josh-mandelbaum-abshir-omar-des-moines-city-council-ward-3/813555001/
704156078	20171105	201711	2017	2017.8356	USA	TENNESSEE	USA																		1	044	044	04	1	2.5	2	1	2	-1.44230769230769	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171105230000	http://www.dailypress.com/ct-bob-corker-trump-2020-primary-challenge-20171027-story.html
704156079	20171105	201711	2017	2017.8356	USA	PORTLAND	USA																		1	046	046	04	1	7.0	5	1	5	-3.03030303030303	0								0								0								20171105230000	https://www.kboo.fm/media/61524-old-mole-variety-hour-november-6-2017
704156080	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	6	1	6	3.80165289256198	3	Sutter County, California, United States	US	USCA	CA101	39.0166	-121.701	277315	0								3	Sutter County, California, United States	US	USCA		39.0166	-121.701	277315	20171105230000	http://www.dailydemocrat.com/20171105/woodlands-heritage-homes-to-be-honored
704156081	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	2	1	2	3.80165289256198	3	Yolo County, California, United States	US	USCA	CA113	38.6999	-121.884	277321	0								3	Yolo County, California, United States	US	USCA		38.6999	-121.884	277321	20171105230000	http://www.dailydemocrat.com/20171105/woodlands-heritage-homes-to-be-honored
704156082	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	6	1	6	2.22083203002815	3	Trinity Baptist Church, Florida, United States	US	USFL	FL095	28.6739	-81.5053	299497	0								3	Trinity Baptist Church, Florida, United States	US	USFL		28.6739	-81.5053	299497	20171105230000	https://www.joyfm.org/event/fall-revival/
704156083	20171105	201711	2017	2017.8356	USA	SAN ANTONIO	USA																		0	051	051	05	1	3.4	2	2	2	-2.50208681135225	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171105230000	http://www.desmoinesregister.com/story/news/nation/2017/11/05/gunman-opens-fire-texas-church/833960001/
704156084	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	-1.417004048583	3	Des Moines, Iowa, United States	US	USIA	IA153	41.6005	-93.6091	465961	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20171105230000	http://www.desmoinesregister.com/story/news/politics/2017/11/05/michael-kiernan-josh-mandelbaum-abshir-omar-des-moines-city-council-ward-3/813555001/
704156085	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	4	1	4	-8.4375	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	0								3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20171105230000	http://am930theanswer.com/news/national/the-latest-apnewsbreak-paul-recovering-from-5-broken-ribs
704156086	20171105	201711	2017	2017.8356	USA	ROCHESTER	USA																		0	051	051	05	1	3.4	10	1	10	-1.06666666666666	3	Rochester, New York, United States	US	USNY	NY055	43.1548	-77.6156	962684	0								3	Rochester, New York, United States	US	USNY	NY055	43.1548	-77.6156	962684	20171105230000	http://wxxinews.org/post/flap-over-mailing-targeting-monroe-county-sheriffs-race
704156087	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	055	055	05	1	7.0	4	1	4	0.14936519790889	3	Chico Hot Springs, Montana, United States	US	USMT	MT067	45.3377	-110.692	781216	0								3	Chico Hot Springs, Montana, United States	US	USMT		45.3377	-110.692	781216	20171105230000	http://bombmagazine.org/articles/dusk-an-interview-with-arda-collins/
704156088	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	055	055	05	1	7.0	4	1	4	-2.04081632653061	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171105230000	https://www.politico.com/story/2017/11/05/brazile-democrats-clinton-sanders-dnc-244574
704156089	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	057	057	05	1	8.0	4	1	4	-2.3497688751926	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171105230000	https://theintercept.com/2017/11/05/four-viral-claims-spread-by-journalists-on-twitter-in-the-last-week-alone-that-are-false/
704156090	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	4	1	4	-1.417004048583	3	Des Moines, Iowa, United States	US	USIA	IA153	41.6005	-93.6091	465961	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20171105230000	http://www.desmoinesregister.com/story/news/politics/2017/11/05/michael-kiernan-josh-mandelbaum-abshir-omar-des-moines-city-council-ward-3/813555001/
704156091	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	4	1	4	-2.40549828178695	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171105230000	http://www.wymt.com/content/news/Hoover-to-hold-press-conference-Sunday-afternoon-455388143.html
704156092	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	4	1	4	-3.39805825242718	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.kmaland.com/ag/northey-nomination-debacle-could-last-three-weeks/article_4c122c5c-bffc-11e7-b6f3-1f5281be049f.html
704156093	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	0874	087	08	2	10.0	2	1	2	0.35149384885764	4	Remuera, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.95	173.967	-1517278	0								4	Remuera, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.95	173.967	-1517278	20171105230000	http://www.scoop.co.nz/stories/PO1711/S00072/crowdfunded-billboards-play-on-labour-slogan-to-protest-tppa.htm
704156094	20171105	201711	2017	2017.8356	USA	CONNECTICUT	USA																		1	090	090	09	2	-2.0	10	2	10	-6.64039542744552	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171105230000	http://www.wfsb.com/story/36767546/threat-found-in-bathroom-prompts-evacuation-at-macys-logistics-center
704156095	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	4	1	4	1.97530864197531	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	0								2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	20171105230000	https://www.kboo.fm/media/61525-profiles-rep-shows
704156096	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	1123	112	11	3	-2.0	50	13	50	-8.67377917218879	3	Warren County, Kentucky, United States	US	USKY	KY227	36.9834	-86.4	516960	0								3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	20171105230000	http://www.theindependent.com/news/politics/the-latest-apnewsbreak-paul-recovering-from-broken-ribs/article_a140ea76-ed75-50ba-b096-051bcbe0314c.html
704156097	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	1123	112	11	3	-2.0	2	1	2	-8.4375	3	Warren County, Kentucky, United States	US	USKY	KY227	36.9834	-86.4	516960	0								3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20171105230000	http://am930theanswer.com/news/national/the-latest-apnewsbreak-paul-recovering-from-5-broken-ribs
704156098	20171105	201711	2017	2017.8356	USA	TEXAS	USA																		1	130	130	13	3	-4.4	5	1	5	-8.94568690095847	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.thegatewaypundit.com/2017/11/update-sutherland-springs-shooter-not-area-vehicle-ran-off-road-field/
704156099	20171105	201711	2017	2017.8356	USA	TEXAS	USA																		1	130	130	13	3	-4.4	1	1	1	-8.94568690095847	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.thegatewaypundit.com/2017/11/update-sutherland-springs-shooter-not-area-vehicle-ran-off-road-field/
704156100	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	141	141	14	3	-6.5	2	1	2	-4.63320463320463	3	Hart Senate Office Building, District of Columbia, United States	US	USDC	DC001	38.8929	-77.0039	528878	0								3	Hart Senate Office Building, District of Columbia, United States	US	USDC		38.8929	-77.0039	528878	20171105230000	http://www.washingtonblade.com/2017/11/05/gunman-kills-20-people-texas-church/
704156101	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	145	145	14	3	-7.5	4	1	4	2.96610169491525	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://www.thesuburbanite.com/news/20171105/public-is-invited-to-flag-retirement-ceremony-at-craftsmen-park
704156102	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	6	1	6	-3.80622837370242	3	Hall County, Texas, United States	US	USTX	TX191	34.5334	-100.684	1383881	0								3	Hall County, Texas, United States	US	USTX		34.5334	-100.684	1383881	20171105230000	http://www.fox35orlando.com/fast-five/police-killer-filmed-shooting-on-snapchat
704156103	20171105	201711	2017	2017.8356	USA	TEXAS	USA																		1	190	190	19	4	-10.0	2	1	2	-4.63320463320463	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Hart Senate Office Building, District of Columbia, United States	US	USDC		38.8929	-77.0039	528878	20171105230000	http://www.washingtonblade.com/2017/11/05/gunman-kills-20-people-texas-church/
704156104	20171105	201711	2017	2017.8356	USA	TEXAS	USA																		1	193	193	19	4	-10.0	12	1	12	-3.19040535909587	4	Brantford, Ontario, Canada	CA	CA08	12642	43.1333	-80.2667	-561588	0								4	Brantford, Ontario, Canada	CA	CA08	12642	43.1333	-80.2667	-561588	20171105230000	https://www.brantnews.com/news-story/7804057-man-opens-fire-in-texas-church-killing-more-than-20-people/
704156105	20171105	201711	2017	2017.8356	USA	TEXAS	USA																		1	193	193	19	4	-10.0	1	1	1	-4.71014492753623	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	SC019	32.7874	-79.9331	1252822	0								3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC		32.7874	-79.9331	1252822	20171105230000	http://www.canberratimes.com.au/world/sutherland-springs-church-shooting-leaves-multiple-victims-gunman-dead-reports-20171105-gzfe6c.html
704156106	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	1	1	1	-4.71014492753623	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	SC019	32.7874	-79.9331	1252822	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105230000	http://www.canberratimes.com.au/world/sutherland-springs-church-shooting-leaves-multiple-victims-gunman-dead-reports-20171105-gzfe6c.html
704156107	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	2	1	2	-5.93342981186686	3	University Hospital, Texas, United States	US	USTX	TX029	29.507	-98.5761	2470087	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.fairfieldcitizenonline.com/news/local/article/More-than-20-dead-after-shooting-at-Sutherland-12333530.php
704156108	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	2	1	2	-7.48299319727891	3	University Hospital, Texas, United States	US	USTX	TX029	29.507	-98.5761	2470087	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171105230000	http://denver.cbslocal.com/2017/11/05/shooting-church-texas/
704156109	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	3	1	3	-5.68421052631579	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	https://www.nbcdfw.com/news/national-international/Several-Shot-Near-Texas-Church-Authorities-455391403.html
704156110	20171105	201711	2017	2017.8356	USA	LAS VEGAS	USA																		0	193	193	19	4	-10.0	8	2	8	-5.07541952707856	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	0								3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20171105230000	http://www.canberratimes.com.au/world/sutherland-springs-church-shooting-leaves-multiple-victims-gunman-dead-reports-20171105-gzfe6c.html
704156111	20171105	201711	2017	2017.8356	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	1	1	1	-12.9449838187703	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171105230000	https://www.nbcconnecticut.com/news/national-international/Texas-Church-Attack-the-Latest-US-Mass-Shooting--455417403.html
704156112	20171105	201711	2017	2017.8356	USA	ATLANTA	USA								AFR	AFRICA	AFR								0	190	190	19	4	-10.0	2	1	2	-5.36494073611978	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171105230000	http://historynewsnetwork.org/article/167224
