703260912	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								IRN	IRAN	IRN								1	057	057	05	1	8.0	2	1	2	3.03030303030303	1	Russia	RS	RS		60	100	RS	1	Turkmenistan	TX	TX		40	60	TX	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260913	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								IRN	IRAN	IRN								1	057	057	05	1	8.0	6	1	6	3.03030303030303	1	Turkmenistan	TX	TX		40	60	TX	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260914	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	2	1	2	3.03030303030303	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Turkmenistan	TX	TX		40	60	TX	20171102113000	http://today.az/news/politics/166416.html
703260915	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	2	1	2	3.03030303030303	1	Russia	RS	RS		60	100	RS	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260916	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	6	1	6	3.03030303030303	1	Turkmenistan	TX	TX		40	60	TX	1	Kazakhstan	KZ	KZ		48	68	KZ	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260917	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	3.03030303030303	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Turkmenistan	TX	TX		40	60	TX	20171102113000	http://today.az/news/politics/166416.html
703260918	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	3.03030303030303	1	Russia	RS	RS		60	100	RS	1	Kazakhstan	KZ	KZ		48	68	KZ	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260919	20171102	201711	2017	2017.8274	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	6	1	6	3.03030303030303	1	Turkmenistan	TX	TX		40	60	TX	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102113000	http://today.az/news/politics/166416.html
703260920	20171102	201711	2017	2017.8274	TUN	SOUSSE	TUN								CVL	TOURIST						CVL			1	190	190	19	4	-10.0	10	1	10	-3.00333704115684	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	20171102113000	http://smallwarsjournal.com/blog/desert-walls
703260921	20171102	201711	2017	2017.8274	TUN	TUNISIAN	TUN								UAF	MILITANT						UAF			1	031	031	03	1	5.2	4	1	4	-3.00333704115684	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	20171102113000	http://smallwarsjournal.com/blog/desert-walls
703260922	20171102	201711	2017	2017.8274	TUNGOV	TUNISIAN	TUN					GOV			UAF	MILITANT						UAF			1	031	031	03	1	5.2	6	1	6	-3.00333704115684	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	20171102113000	http://smallwarsjournal.com/blog/desert-walls
703260923	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								EGY	EGYPT	EGY								1	071	071	07	2	7.4	8	1	8	-2.87356321839081	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Libya	LY	LY		25	17	LY	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171102113000	http://www.yenisafak.com/en/economy/egypt-pays-final-instalment-of-1bn-loan-from-turkey-2797384
703260924	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								EGY	EGYPT	EGY								1	071	071	07	2	7.4	18	1	10	-2.87356321839081	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102113000	http://www.yenisafak.com/en/economy/egypt-pays-final-instalment-of-1bn-loan-from-turkey-2797384
703260925	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								EGY	EGYPT	EGY								1	071	071	07	2	7.4	2	1	2	-2.87356321839081	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102113000	http://www.yenisafak.com/en/economy/egypt-pays-final-instalment-of-1bn-loan-from-turkey-2797384
703260926	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								IRNLAB	KURDISTAN	IRN					LAB			0	112	112	11	3	-2.0	10	1	10	-9.25684485006521	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102113000	http://www.yourmiddleeast.com/syria-rebels-renew-aleppo-attack-before-russia-ceasefire_43854
703260927	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								IRNLAB	KURDISTAN	IRN					LAB			0	120	120	12	3	-4.0	2	1	2	-9.25684485006521	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102113000	http://www.yourmiddleeast.com/syria-rebels-renew-aleppo-attack-before-russia-ceasefire_43854
703260928	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								MOS	ISLAM				MOS					0	172	172	17	4	-5.0	2	1	2	-4.26829268292683	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171102113000	http://www.firstpost.com/india/zakir-naik-indias-hardline-preacher-finds-refuge-in-malaysia-as-politicised-islam-takes-roots-in-kuala-lumpur-4189391.html
703260929	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								SOM	SOMALIA	SOM								1	061	061	06	2	6.4	2	1	2	-0.826446280991734	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	20171102113000	http://radioshabelle.com/turkish-made-rifles-exported-somalia/
703260930	20171102	201711	2017	2017.8274	TUR	TURKISH	TUR								SOM	SOMALIA	SOM								1	061	061	06	2	6.4	6	1	6	-0.826446280991734	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	20171102113000	http://radioshabelle.com/turkish-made-rifles-exported-somalia/
703260931	20171102	201711	2017	2017.8274	TUR	TURKEY	TUR								UAF	TERRORIST GROUP						UAF			0	120	120	12	3	-4.0	8	1	8	-9.25684485006521	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102113000	http://www.yourmiddleeast.com/syria-rebels-renew-aleppo-attack-before-russia-ceasefire_43854
703260932	20171102	201711	2017	2017.8274	TZA	MWANZA	TZA																		1	061	061	06	2	6.4	4	1	4	2.02898550724638	1	Burundi	BY	BY		-3.5	30	BY	0								1	Zambia	ZA	ZA		-15	30	ZA	20171102113000	https://24tanzania.com/new-tata-model-excels-in-tanzania/
703260933	20171102	201711	2017	2017.8274	TZA	MWANZA	TZA																		1	061	061	06	2	6.4	1	1	1	2.02898550724638	1	Zambia	ZA	ZA		-15	30	ZA	0								1	Zambia	ZA	ZA		-15	30	ZA	20171102113000	https://24tanzania.com/new-tata-model-excels-in-tanzania/
703260934	20171102	201711	2017	2017.8274	TZA	TANZANIA	TZA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	2.02898550724638	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	4	Shinyanga, Shinyanga, Tanzania	TZ	TZ15	18585	-3.66667	33.4333	-2573499	20171102113000	https://24tanzania.com/new-tata-model-excels-in-tanzania/
703260935	20171102	201711	2017	2017.8274	TZA	TANZANIA	TZA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	2.02898550724638	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20171102113000	https://24tanzania.com/new-tata-model-excels-in-tanzania/
703260936	20171102	201711	2017	2017.8274	TZA	TANZANIA	TZA								GOV	GOVERNMENT						GOV			1	062	062	06	2	7.4	10	1	10	5.05050505050505	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171102113000	http://howafrica.com/sweden-gives-36m-to-un-in-tanzania-for-development/
703260937	20171102	201711	2017	2017.8274	UAF	FIGHTER						UAF													1	195	195	19	4	-10.0	3	1	3	-5.16372795969773	4	Al-Karamah, Babil, Iraq	IZ	IZ06	36778	32.4874	44.4302	10208998	0								4	Al-Karamah, Babil, Iraq	IZ	IZ06	36778	32.4874	44.4302	10208998	20171102113000	http://www.yourmiddleeast.com/iraq-forces-ready-for-push-into-streets-of-mosul_43859
703260938	20171102	201711	2017	2017.8274	UAF	MILITANT						UAF			EGYMIL	EGYPT	EGY					MIL			1	190	190	19	4	-10.0	10	1	10	-15.7593123209169	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171102113000	http://news.xinhuanet.com/english/2017-11/02/c_136723383.htm
703260939	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			EUR	EUROPE	EUR								1	173	173	17	4	-5.0	3	1	3	-6.17760617760617	1	Russia	RS	RS		60	100	RS	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Syria	SY	SY		35	38	SY	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260940	20171102	201711	2017	2017.8274	UAF	TERRORIST GROUP						UAF			IRNGOV	IRANIAN	IRN					GOV			1	080	080	08	2	5.0	3	1	3	-2.21843003412969	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171102113000	http://www.independent.co.uk/voices/balfour-declaration-theresa-may-israel-jewish-homeland-zionism-benjamin-netanyahu-visit-downing-a8033151.html
703260941	20171102	201711	2017	2017.8274	UAF	MILITANT						UAF			IRQ	IRAQ	IRQ								1	190	190	19	4	-10.0	2	1	2	-13.7724550898204	4	Semdinli, Hakkâ, Turkey	TU	TU70	27846	37.3051	44.5742	-770181	4	Habur, Iraq (general), Iraq	IZ	IZ00	26350	37.1167	42.35	-3107217	4	Semdinli, Hakkâ, Turkey	TU	TU70	27846	37.3051	44.5742	-770181	20171102113000	https://www.voanews.com/a/turkey-13-killed-in-clashes-between-troops-kurdish-rebels/4096695.html
703260942	20171102	201711	2017	2017.8274	UAF	MILITARY WING						UAF			ISR	ISRAEL	ISR								1	084	084	08	2	7.0	6	1	6	-6.15384615384615	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171102113000	http://www.sdjewishworld.com/2017/11/01/hamas-releases-new-footage-of-shalit-in-captivity/
703260943	20171102	201711	2017	2017.8274	UAF	MILITARY WING						UAF			PSE	GAZA	PSE								1	084	084	08	2	7.0	1	1	1	-6.15384615384615	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171102113000	http://www.sdjewishworld.com/2017/11/01/hamas-releases-new-footage-of-shalit-in-captivity/
703260944	20171102	201711	2017	2017.8274	UAF	MILITARY WING						UAF			PSEREB	HAMAS	PSE					REB			1	084	084	08	2	7.0	3	1	3	-6.15384615384615	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171102113000	http://www.sdjewishworld.com/2017/11/01/hamas-releases-new-footage-of-shalit-in-captivity/
703260945	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-10	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20171102113000	http://finans.dk/protected/global/washingtonpost/ECE9995946/the-last-bicycle-ride-of-darren-drake-a-young-american-killed-in-the-new-york-terrorist-attack/
703260946	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			UZB	UZBEKISTAN	UZB								1	173	173	17	4	-5.0	1	1	1	-6.17760617760617	1	Russia	RS	RS		60	100	RS	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Syria	SY	SY		35	38	SY	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260947	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			UZB	UZBEKISTAN	UZB								1	173	173	17	4	-5.0	1	1	1	-6.17760617760617	1	Syria	SY	SY		35	38	SY	1	Afghanistan	AF	AF		33	66	AF	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260948	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			UZBCVL	UZBEKISTAN	UZB					CVL			1	173	173	17	4	-5.0	2	1	2	-6.17760617760617	1	Russia	RS	RS		60	100	RS	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260949	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			UZBCVL	UZBEKISTAN	UZB					CVL			1	173	173	17	4	-5.0	2	1	2	-6.17760617760617	1	Russia	RS	RS		60	100	RS	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Syria	SY	SY		35	38	SY	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260950	20171102	201711	2017	2017.8274	UAF	TERRORIST						UAF			UZBCVL	UZBEKISTAN	UZB					CVL			1	173	173	17	4	-5.0	1	1	1	-6.17760617760617	1	Syria	SY	SY		35	38	SY	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171102113000	https://uk.news.yahoo.com/where-uzbekistan-why-young-men-004907116.html
703260951	20171102	201711	2017	2017.8274	UKR	UKRAINIAN	UKR																		1	173	173	17	4	-5.0	6	1	6	-2.46238030095759	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171102113000	http://www.greensburgdailynews.com/news/fancy-suits-at-center-of-ex-trump-campaign-chief-charges/article_9e37d7e1-5cd7-52b9-bac0-e7927720d657.html
703260952	20171102	201711	2017	2017.8274	UKR	UKRAINIAN	UKR								BLR	BELARUSIAN	BLR								1	040	040	04	1	1.0	2	1	2	-1.5748031496063	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171102113000	https://www.rferl.org/a/lukashenka-poroshenko-meet-abu-dhabi-ukraine-belarus/28831077.html
703260953	20171102	201711	2017	2017.8274	UKR	UKRAINIAN	UKR								BLR	BELARUSIAN	BLR								1	046	046	04	1	7.0	2	1	2	-1.5748031496063	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171102113000	https://www.rferl.org/a/lukashenka-poroshenko-meet-abu-dhabi-ukraine-belarus/28831077.html
703260954	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								COP	POLICEMAN						COP			1	046	046	04	1	7.0	4	1	4	-8.8365243004418	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20171102113000	http://www.dailymail.co.uk/news/article-5042487/Handcuffed-heiress-reenacts-sickening-crash-scene.html
703260955	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								COP	POLICE						COP			0	071	071	07	2	7.4	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260956	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								COP	POLICE						COP			0	120	120	12	3	-4.0	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260957	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								LEG	PARLIAMENT						LEG			0	020	020	02	1	3.0	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260958	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								LEG	PARLIAMENT						LEG			0	020	020	02	1	3.0	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260959	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								OPP	PROTESTER						OPP			0	193	193	19	4	-10.0	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260960	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	1	1	1	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260961	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	1	1	1	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260962	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	046	046	04	1	7.0	1	1	1	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260963	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	046	046	04	1	7.0	1	1	1	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260964	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								SOM	SOMALIA	SOM								0	043	043	04	1	2.8	2	1	2	-0.76997112608277	1	Somalia	SO	SO		6	48	SO	1	Somalia	SO	SO		6	48	SO	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260965	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								USA	UNITED STATES	USA								0	022	022	02	1	3.2	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Somalia	SO	SO		6	48	SO	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260966	20171102	201711	2017	2017.8274	UKR	UKRAINE	UKR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-0.76997112608277	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Somalia	SO	SO		6	48	SO	20171102113000	http://time.com/5006961/rise-and-rapid-fall-of-paul-manafort/
703260967	20171102	201711	2017	2017.8274	UKRGOV	UKRAINIAN	UKR					GOV			BLRGOV	BELARUSIAN	BLR					GOV			1	040	040	04	1	1.0	6	1	6	-1.5748031496063	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171102113000	https://www.rferl.org/a/lukashenka-poroshenko-meet-abu-dhabi-ukraine-belarus/28831077.html
703260968	20171102	201711	2017	2017.8274	UKRGOV	UKRAINIAN	UKR					GOV			BLRGOV	BELARUSIAN	BLR					GOV			1	046	046	04	1	7.0	6	1	6	-1.5748031496063	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171102113000	https://www.rferl.org/a/lukashenka-poroshenko-meet-abu-dhabi-ukraine-belarus/28831077.html
703260969	20171102	201711	2017	2017.8274	USA	NEW YORK	USA																		0	010	010	01	1	0.0	1	1	1	-0.11086474501108	4	Little Buffalo, Saskatchewan, Canada	CA	CA11	154724	55.9258	-108.674	-571193	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171102113000	https://www.thecoast.ca/halifax/betty-peterson-is-ahead-by-a-century/Content?oid=10518614
703260970	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-3.80293863439931	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102113000	https://www.theguardian.com/world/2017/nov/02/korean-americans-donald-trump-north-korea-nuclear-threats
703260971	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	8	1	8	-13.125	3	Bibb County, Georgia, United States	US	USGA	GA021	32.8001	-83.6666	1672039	0								3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	20171102113000	https://www.seattletimes.com/nation-world/3-slain-2-hurt-in-shootings-on-chaotic-halloween-in-macon/
703260972	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	0.52910052910053	3	Dominican House Of Studies, District of Columbia, United States	US	USDC	DC001	38.9315	-76.9991	2062585	0								3	Dominican House Of Studies, District of Columbia, United States	US	USDC		38.9315	-76.9991	2062585	20171102113000	http://www.heraldmalaysia.com/news/theologian-resigns-from-usccb-committee-after-publishing-letter-to-pope-francis/39130/4
