703886163	20171104	201711	2017	2017.8329	TTO	TRINIDAD AND TOBAGO	TTO								SPY	INTELLIGENCE						SPY			1	057	057	05	1	8.0	2	1	2	1.42857142857142	1	Trinidad And Tobago	TD	TD		11	-61	TD	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	1	Trinidad And Tobago	TD	TD		11	-61	TD	20171104131500	http://www.colombopage.com/archive_17B/Nov04_1509799454CH.php
703886164	20171104	201711	2017	2017.8329	TTO	TRINIDAD AND TOBAGO	TTO								TTOGOV	TOBAGO	TTO					GOV			1	057	057	05	1	8.0	2	1	2	1.42857142857142	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171104131500	http://www.colombopage.com/archive_17B/Nov04_1509799454CH.php
703886165	20171104	201711	2017	2017.8329	TTO	TRINIDAD AND TOBAGO	TTO								TTOGOV	TOBAGO	TTO					GOV			1	057	057	05	1	8.0	6	1	6	1.42857142857142	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	20171104131500	http://www.colombopage.com/archive_17B/Nov04_1509799454CH.php
703886166	20171104	201711	2017	2017.8329	TTOGOV	TOBAGO	TTO					GOV			TTO	TRINIDAD AND TOBAGO	TTO								1	057	057	05	1	8.0	2	1	2	1.42857142857142	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171104131500	http://www.colombopage.com/archive_17B/Nov04_1509799454CH.php
703886167	20171104	201711	2017	2017.8329	TTOGOV	TOBAGO	TTO					GOV			TTO	TRINIDAD AND TOBAGO	TTO								1	057	057	05	1	8.0	6	1	6	1.42857142857142	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	20171104131500	http://www.colombopage.com/archive_17B/Nov04_1509799454CH.php
703886168	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR																		0	013	013	01	1	0.4	4	1	4	2.49433106575963	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20171104131500	https://www.gpupdate.net/en/f1-news/360640/massa-to-retire-from-f1-at-the-end-of-2017/
703886169	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR																		0	013	013	01	1	0.4	6	1	6	2.49433106575963	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20171104131500	https://www.gpupdate.net/en/f1-news/360640/massa-to-retire-from-f1-at-the-end-of-2017/
703886170	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR																		0	084	084	08	2	7.0	1	1	1	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	0								4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886171	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR																		0	084	084	08	2	7.0	1	1	1	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	0								1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886172	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEU	GERMAN	DEU								1	040	040	04	1	1.0	2	1	2	-2.89435600578871	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104131500	http://en.europeonline-magazine.eu/turkish-and-german-foreign-ministers-meet-informally_593816.html
703886173	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEU	GERMANY	DEU								1	040	040	04	1	1.0	1	1	1	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886174	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEU	GERMAN	DEU								1	040	040	04	1	1.0	4	1	4	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886175	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEU	GERMAN	DEU								1	044	044	04	1	2.5	2	1	2	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886176	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEU	GERMANY	DEU								1	046	046	04	1	7.0	1	1	1	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886177	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEU	GERMAN	DEU								1	046	046	04	1	7.0	6	1	4	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886178	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUCVL	GERMAN	DEU					CVL			0	1243	124	12	3	-4.0	6	1	6	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886179	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	010	010	01	1	0.0	6	1	6	-2.89435600578871	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171104131500	http://en.europeonline-magazine.eu/turkish-and-german-foreign-ministers-meet-informally_593816.html
703886180	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	010	010	01	1	0.0	2	1	2	-2.89435600578871	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171104131500	http://en.europeonline-magazine.eu/turkish-and-german-foreign-ministers-meet-informally_593816.html
703886181	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	040	040	04	1	1.0	6	1	6	-2.89435600578871	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104131500	http://en.europeonline-magazine.eu/turkish-and-german-foreign-ministers-meet-informally_593816.html
703886182	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	040	040	04	1	1.0	8	1	8	-2.71739130434783	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104131500	http://en.europeonline-magazine.eu/1st-leadturkish-german-foreign-ministers-meet-to-discuss-difficult-issuesby-shabtai-gold-dpa_593828.html
703886183	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	040	040	04	1	1.0	2	1	2	-2.71739130434783	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104131500	http://en.europeonline-magazine.eu/1st-leadturkish-german-foreign-ministers-meet-to-discuss-difficult-issuesby-shabtai-gold-dpa_593828.html
703886184	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	044	044	04	1	2.5	2	1	2	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886185	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	044	044	04	1	2.5	4	1	4	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886186	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	046	046	04	1	7.0	10	1	10	-2.71739130434783	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104131500	http://en.europeonline-magazine.eu/1st-leadturkish-german-foreign-ministers-meet-to-discuss-difficult-issuesby-shabtai-gold-dpa_593828.html
703886187	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	046	046	04	1	7.0	2	1	2	-9.53678474114437	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171104131500	http://www.middle-east-online.com/english/?id=85764
703886188	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	046	046	04	1	7.0	8	1	8	-9.53678474114437	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171104131500	http://www.middle-east-online.com/english/?id=85764
703886189	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								DEUGOV	GERMANY	DEU					GOV			1	046	046	04	1	7.0	2	1	2	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886190	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								DEUGOV	GERMAN	DEU					GOV			1	046	046	04	1	7.0	6	1	6	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886191	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								GOV	DIPLOMAT						GOV			1	040	040	04	1	1.0	5	1	5	-3.67892976588629	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886192	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								GOV	DIPLOMAT						GOV			1	040	040	04	1	1.0	5	1	5	-3.67892976588629	1	Germany	GM	GM		51.5	10.5	GM	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886193	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								GOV	DIPLOMAT						GOV			1	040	040	04	1	1.0	5	1	5	-3.67892976588629	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104131500	http://www.hurriyetdailynews.com/turkish-german-top-diplomats-discuss-ties-in-a-surprise-meet-121904
703886194	20171104	201711	2017	2017.8329	TUR	ANKARA	TUR								IGOWSTNAT	NATO	WST	NAT				IGO			1	046	046	04	1	7.0	2	1	2	-9.53678474114437	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Israel	IS	IS		31.5	34.75	IS	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20171104131500	http://www.middle-east-online.com/english/?id=85764
703886195	20171104	201711	2017	2017.8329	TUR	ANKARA	TUR								IGOWSTNAT	NATO	WST	NAT				IGO			1	046	046	04	1	7.0	8	1	8	-9.53678474114437	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171104131500	http://www.middle-east-online.com/english/?id=85764
703886196	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								IRQ	IRAQI	IRQ								0	190	190	19	4	-10.0	2	1	2	-7.2265625	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	1	Qatar	QA	QA		25.5	51.25	QA	20171104131500	http://www.middle-east-online.com/english/?id=85766
703886197	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								IRQ	IRAQI	IRQ								0	190	190	19	4	-10.0	5	1	5	-9.53678474114437	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	20171104131500	http://www.middle-east-online.com/english/?id=85764
703886198	20171104	201711	2017	2017.8329	TUR	TURKISH	TUR								IRQ	IRAQI	IRQ								0	190	190	19	4	-10.0	2	1	2	-9.10344827586207	1	Qatar	QA	QA		25.5	51.25	QA	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	4	Al-Qaim, Qadissiya Muhafadha, Iraq	IZ	IZ04	36830	31.5908	44.5386	51602	20171104131500	http://www.middle-east-online.com/english/?id=85767
703886199	20171104	201711	2017	2017.8329	TUR	TURKEY	TUR								SEA	SOUTHEAST ASIA	SEA								1	042	042	04	1	1.9	10	1	10	2.29007633587786	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104131500	https://www.dailysabah.com/turkey/2017/11/04/turkey-to-attend-southeast-asias-leading-defense-fair-in-bangkok
703886200	20171104	201711	2017	2017.8329	TZAEDU	TANZANIA	TZA					EDU			AFRREF	AFRICA	AFR					REF			1	012	012	01	1	-0.4	4	1	4	-1.13421550094518	4	Moshi, Kilimanjaro, Tanzania	TZ	TZ06	48417	-3.35	37.3333	-2569853	4	Moshi, Kilimanjaro, Tanzania	TZ	TZ06	48417	-3.35	37.3333	-2569853	4	Moshi, Kilimanjaro, Tanzania	TZ	TZ06	48417	-3.35	37.3333	-2569853	20171104131500	http://blogs.ibo.org/blog/2017/11/04/education-is-a-way-out/
703886201	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			COP	POLICE						COP			1	010	010	01	1	0.0	8	1	8	-10.1167315175098	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171104131500	http://indiatoday.intoday.in/story/jammu-kashmir-militants-attack-police-personnel-shopian-pulwama/1/1082366.html
703886202	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			COP	POLICE						COP			1	016	016	01	1	-2.0	10	1	10	-10.4838709677419	0								0								0								20171104131500	http://kashmirlife.net/militants-attacked-police-naka-party-not-police-station-in-rajpora-155039/
703886203	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			COPMIL	POLICE						COP	MIL		0	193	193	19	4	-10.0	6	1	6	-10.1167315175098	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171104131500	http://indiatoday.intoday.in/story/jammu-kashmir-militants-attack-police-personnel-shopian-pulwama/1/1082366.html
703886204	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			COPMIL	POLICE						COP	MIL		0	193	193	19	4	-10.0	4	1	4	-10.1167315175098	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	20171104131500	http://indiatoday.intoday.in/story/jammu-kashmir-militants-attack-police-personnel-shopian-pulwama/1/1082366.html
703886205	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			IRN	IRAN	IRN								1	190	190	19	4	-10.0	2	1	2	0.55555555555555	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104131500	http://theiranproject.com/blog/2017/11/04/pakistan-fortify-security-borders-iran-envoy/
703886206	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			IRN	IRAN	IRN								1	190	190	19	4	-10.0	2	1	2	0.55555555555555	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171104131500	http://theiranproject.com/blog/2017/11/04/pakistan-fortify-security-borders-iran-envoy/
703886207	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			IRN	IRAN	IRN								1	190	190	19	4	-10.0	6	1	6	0.55555555555555	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104131500	http://theiranproject.com/blog/2017/11/04/pakistan-fortify-security-borders-iran-envoy/
703886208	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			SYR	SYRIA	SYR								0	042	042	04	1	1.9	2	1	2	-3.8060159607121	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Qaim, NinawáZ, Iraq	IZ	IZ15	36823	36.5085	43.1807	9124670	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171104131500	http://www.dailyastorian.com/territorial-losses-suffered-by-islamic-state-in-syria-iraq-da-ap-webfeeds-news-nation-world247e5db79a2742a18160f1aadb5b89d8
703886209	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			SYR	SYRIA	SYR								1	042	042	04	1	1.9	2	1	2	-3.98089171974523	4	Euphrates River, Al Anbar, Iraq	IZ	IZ01	36755	33.0833	43.4833	-748761	4	Euphrates River, Al Anbar, Iraq	IZ	IZ01	36755	33.0833	43.4833	-748761	4	Euphrates River, Al Anbar, Iraq	IZ	IZ01	36755	33.0833	43.4833	-748761	20171104131500	http://www.theolympian.com/news/nation-world/article182735086.html
703886210	20171104	201711	2017	2017.8329	UAF	MILITANT						UAF			SYR	SYRIA	SYR								1	042	042	04	1	1.9	8	1	8	-3.98089171974523	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171104131500	http://www.theolympian.com/news/nation-world/article182735086.html
703886211	20171104	201711	2017	2017.8329	UKR	UKRAINE	UKR																		1	190	190	19	4	-10.0	10	1	10	-8.27338129496403	4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	0								4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	20171104131500	https://www.unian.info/war/2225391-ukraine-reports-3-wias-amid-29-enemy-attacks-in-last-day.html
703886212	20171104	201711	2017	2017.8329	UKR	UKRAINE	UKR								BUS	AIRLINE						BUS			1	042	042	04	1	1.9	10	1	10	2.75229357798165	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20171104131500	http://aviationtribune.com/airlines/europe/czech-airlines-ukraine-international-airlines-codeshare-flights-prague-kyiv/
703886213	20171104	201711	2017	2017.8329	UKR	UKRAINIAN	UKR								MIL	MILITARY						MIL			0	100	100	10	3	-5.0	4	1	4	-8.27338129496403	4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	4	Volnovakha, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8333	37.3167	-1058664	4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	20171104131500	https://www.unian.info/war/2225391-ukraine-reports-3-wias-amid-29-enemy-attacks-in-last-day.html
703886214	20171104	201711	2017	2017.8329	UKRGOV	UKRAINIAN	UKR					GOV			MIL	MILITARY						MIL			0	100	100	10	3	-5.0	6	1	6	-8.27338129496403	4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	4	Volnovakha, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8333	37.3167	-1058664	4	Taramchuk, Donets'ka Oblast', Ukraine	UP	UP05	28547	47.8051	37.577	-1055940	20171104131500	https://www.unian.info/war/2225391-ukraine-reports-3-wias-amid-29-enemy-attacks-in-last-day.html
703886215	20171104	201711	2017	2017.8329	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	2.46198406951485	3	Camp Hill, Pennsylvania, United States	US	USPA	PA041	40.2398	-76.92	1171020	0								3	Camp Hill, Pennsylvania, United States	US	USPA		40.2398	-76.92	1171020	20171104131500	http://cumberlink.com/news/local/govt-and-politics/elections/election-preview-mayoral-races/collection_8c110490-560b-5165-ab87-67081a38975d.html
703886216	20171104	201711	2017	2017.8329	USA	MASSACHUSETTS	USA																		1	010	010	01	1	0.0	1	1	1	-5.23076923076924	1	Argentina	AR	AR		-34	-64	AR	0								1	Argentina	AR	AR		-34	-64	AR	20171104131500	https://finance.yahoo.com/news/venezuelan-economist-urged-default-cynical-012549190.html
703886217	20171104	201711	2017	2017.8329	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	10	1	10	-3.68098159509203	3	Marshfield, New York, United States	US	USNY	NY029	42.5428	-78.8417	956574	0								3	Marshfield, New York, United States	US	USNY	NY029	42.5428	-78.8417	956574	20171104131500	http://www.marshfieldnewsherald.com/story/life/2017/11/03/harvey-weinstein-news-criminal-investigations-updates-sexual-assault-harassment/828432001/
703886218	20171104	201711	2017	2017.8329	USA	UNITED STATES	USA																		1	016	016	01	1	-2.0	4	1	4	1.25097732603596	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171104131500	http://www.thedailystar.com/news/national/reported-clinton-dnc-deal-roils-democrats/article_2bfce17c-2251-5045-8e79-ba5a93c515b0.html
703886219	20171104	201711	2017	2017.8329	USA	AUSTIN	USA																		1	020	020	02	1	3.0	5	1	5	3.37477797513321	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20171104131500	http://www.11alive.com/article/news/nation-now/medley-of-music-fests-always-on-tap-in-austin-texas/465-55eefb20-30b3-4b3e-b116-4de4c5abcac5
703886220	20171104	201711	2017	2017.8329	USA	NEW YORK	USA																		1	020	020	02	1	3.0	1	1	1	-4.99425947187141	1	Russia	RS	RS		60	100	RS	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104131500	https://www.yahoo.com/news/don-t-convict-jeff-sessions-202213657.html
703886221	20171104	201711	2017	2017.8329	USA	SEATTLE	USA																		1	040	040	04	1	1.0	10	1	10	-1.69491525423728	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20171104131500	https://twitchy.com/gregp-3534/2017/11/04/15-34-minimum-wage-meets-its-match-at-seatac-airport/
703886222	20171104	201711	2017	2017.8329	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	3	1	3	2.13776722090261	3	Portersville, Ohio, United States	US	USOH	OH127	39.6748	-82.031	1076679	0								3	Portersville, Ohio, United States	US	USOH	OH127	39.6748	-82.031	1076679	20171104131500	http://www.newstrib.com/free/lessons-in-trust-adventure-and-big-sandwiches/article_ed236336-c0f6-11e7-83ba-c34119249d3f.html
